
 LIST ALL SELECTED NODES.   DSYS=      0

    NODE        X             Y             Z           THXY     THYZ     THZX
      503   22188.        72.448       -15.700          0.00     0.00     0.00
      504   22206.        73.077       -15.700          0.00     0.00     0.00
      505   22224.        73.862       -15.700          0.00     0.00     0.00
      506   22242.        74.805       -15.700          0.00     0.00     0.00
      507   22260.        75.904       -15.700          0.00     0.00     0.00
      508   22278.        77.161       -15.700          0.00     0.00     0.00
      509   22296.        78.575       -15.700          0.00     0.00     0.00
      510   22314.        80.146       -15.700          0.00     0.00     0.00
      511   22332.        81.874       -15.700          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
      512   22350.        83.759       -15.700          0.00     0.00     0.00
      513   22368.        85.801       -15.700          0.00     0.00     0.00
      514   22386.        88.000       -15.700          0.00     0.00     0.00
      515   22404.        90.357       -15.700          0.00     0.00     0.00
      516   22422.        92.870       -15.700          0.00     0.00     0.00
      517   22440.        95.541       -15.700          0.00     0.00     0.00
      518   22458.        98.368       -15.700          0.00     0.00     0.00
      519   22476.        101.35       -15.700          0.00     0.00     0.00
      520   22494.        104.49       -15.700          0.00     0.00     0.00
      521   22512.        107.79       -15.700          0.00     0.00     0.00
      522   22530.        111.25       -15.700          0.00     0.00     0.00
      523   22548.        114.86       -15.700          0.00     0.00     0.00
      524   22566.        118.63       -15.700          0.00     0.00     0.00
      525   22584.        122.56       -15.700          0.00     0.00     0.00
      526   22602.        126.64       -15.700          0.00     0.00     0.00
      527   22620.        130.89       -15.700          0.00     0.00     0.00
      528   22638.        135.28       -15.700          0.00     0.00     0.00
      529   22656.        139.84       -15.700          0.00     0.00     0.00
      530   22674.        144.55       -15.700          0.00     0.00     0.00
      531   22692.        149.42       -15.700          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
      532   22710.        154.45       -15.700          0.00     0.00     0.00
      533   22728.        159.63       -15.700          0.00     0.00     0.00
      534   22746.        164.97       -15.700          0.00     0.00     0.00
      535   22764.        170.47       -15.700          0.00     0.00     0.00
      536   22782.        176.13       -15.700          0.00     0.00     0.00
      537   22800.        181.94       -15.700          0.00     0.00     0.00
      538   22818.        187.91       -15.700          0.00     0.00     0.00
      539   22836.        194.04       -15.700          0.00     0.00     0.00
      540   22854.        200.32       -15.700          0.00     0.00     0.00
      541   22872.        206.76       -15.700          0.00     0.00     0.00
      542   22890.        213.36       -15.700          0.00     0.00     0.00
      543   22908.        220.11       -15.700          0.00     0.00     0.00
      544   22926.        227.03       -15.700          0.00     0.00     0.00
      545   22950.        236.49       -15.700          0.00     0.00     0.00
      546   23435.        45.500       -15.700          0.00     0.00     0.00
     1201   21300.        27.000        20.786          0.00     0.00     0.00
     1202   21300.        35.000        20.402          0.00     0.00     0.00
     1203   21300.        43.000        20.019          0.00     0.00     0.00
     1204   21300.        48.525        19.755          0.00     0.00     0.00
     1205   21300.        54.050        19.490          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     1206   21300.        74.050        18.715          0.00     0.00     0.00
     1207   21300.        94.050        18.253          0.00     0.00     0.00
     1208   21300.        114.05        17.796          0.00     0.00     0.00
     1209   21300.        134.05        17.340          0.00     0.00     0.00
     1210   21300.        152.05        16.929          0.00     0.00     0.00
     1211   21300.        157.68        16.800          0.00     0.00     0.00
     1212   21300.        163.30        16.719          0.00     0.00     0.00
     1213   21300.        183.30        16.427          0.00     0.00     0.00
     1214   21300.        203.30        16.136          0.00     0.00     0.00
     1215   21300.        223.30        15.845          0.00     0.00     0.00
     1216   21300.        228.24        15.773          0.00     0.00     0.00
     1217   21300.        233.29        15.700          0.00     0.00     0.00
     1245   21300.        27.000       -20.786          0.00     0.00     0.00
     1246   21300.        35.000       -20.402          0.00     0.00     0.00
     1247   21300.        43.000       -20.019          0.00     0.00     0.00
     1248   21300.        48.525       -19.755          0.00     0.00     0.00
     1249   21300.        54.050       -19.490          0.00     0.00     0.00
     1250   21300.        74.050       -18.715          0.00     0.00     0.00
     1251   21300.        94.050       -18.253          0.00     0.00     0.00
     1252   21300.        114.05       -17.796          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     1253   21300.        134.05       -17.340          0.00     0.00     0.00
     1254   21300.        152.05       -16.929          0.00     0.00     0.00
