
 LIST ALL SELECTED NODES.   DSYS=      0

    NODE        X             Y             Z           THXY     THYZ     THZX
     3228   22629.        62.786        3.0000          0.00     0.00     0.00
     3229   22638.        62.647        3.0000          0.00     0.00     0.00
     3230   22647.        62.506        3.0000          0.00     0.00     0.00
     3231   22656.        62.362        3.0000          0.00     0.00     0.00
     3232   22665.        62.216        3.0000          0.00     0.00     0.00
     3233   22674.        62.068        3.0000          0.00     0.00     0.00
     3234   22683.        61.917        3.0000          0.00     0.00     0.00
     3235   22692.        61.764        3.0000          0.00     0.00     0.00
     3236   22701.        61.608        3.0000          0.00     0.00     0.00
     3237   22710.        61.449        3.0000          0.00     0.00     0.00
     3238   22719.        61.289        3.0000          0.00     0.00     0.00
     3239   22728.        61.125        3.0000          0.00     0.00     0.00
     3240   22737.        60.960        3.0000          0.00     0.00     0.00
     3241   22746.        60.792        3.0000          0.00     0.00     0.00
     3242   22755.        60.621        3.0000          0.00     0.00     0.00
     3243   22764.        60.448        3.0000          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     3244   22773.        60.273        3.0000          0.00     0.00     0.00
     3245   22782.        60.095        3.0000          0.00     0.00     0.00
     3246   22791.        59.914        3.0000          0.00     0.00     0.00
     3247   22800.        59.731        3.0000          0.00     0.00     0.00
     3248   22809.        59.546        3.0000          0.00     0.00     0.00
     3249   22818.        59.358        3.0000          0.00     0.00     0.00
     3250   22827.        59.168        3.0000          0.00     0.00     0.00
     3251   22836.        58.975        3.0000          0.00     0.00     0.00
     3252   22845.        58.780        3.0000          0.00     0.00     0.00
     3253   22854.        58.583        3.0000          0.00     0.00     0.00
     3254   22863.        58.383        3.0000          0.00     0.00     0.00
     3255   22872.        58.180        3.0000          0.00     0.00     0.00
     3256   22881.        57.975        3.0000          0.00     0.00     0.00
     3257   22890.        57.768        3.0000          0.00     0.00     0.00
     3258   22899.        57.558        3.0000          0.00     0.00     0.00
     3259   22908.        57.346        3.0000          0.00     0.00     0.00
     3260   22917.        57.131        3.0000          0.00     0.00     0.00
     3261   22926.        56.914        3.0000          0.00     0.00     0.00
     3262   22929.        56.841        3.0000          0.00     0.00     0.00
     3263   22932.        56.768        3.0000          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     3264   22935.        56.694        3.0000          0.00     0.00     0.00
     3265   22938.        56.620        3.0000          0.00     0.00     0.00
     3266   22941.        56.546        3.0000          0.00     0.00     0.00
     3267   22944.        56.472        3.0000          0.00     0.00     0.00
     3268   22947.        56.397        3.0000          0.00     0.00     0.00
     3269   22950.        56.323        3.0000          0.00     0.00     0.00
     4001   20722.        41.872       -9.4416          0.00     0.00     0.00
     4002   20727.        41.997       -9.4416          0.00     0.00     0.00
     4003   20732.        42.122       -9.4416          0.00     0.00     0.00
     4004   20737.        42.247       -9.4416          0.00     0.00     0.00
     4005   20742.        42.372       -9.4416          0.00     0.00     0.00
     4006   20747.        42.497       -9.4416          0.00     0.00     0.00
     4007   20752.        42.622       -9.4416          0.00     0.00     0.00
     4008   20757.        42.747       -9.4416          0.00     0.00     0.00
     4009   20762.        42.872       -9.4416          0.00     0.00     0.00
     4010   20767.        42.997       -9.4416          0.00     0.00     0.00
     4011   20772.        43.122       -9.4416          0.00     0.00     0.00
     4012   20781.        43.347       -9.4416          0.00     0.00     0.00
     4013   20790.        43.572       -9.4416          0.00     0.00     0.00
     4014   20799.        43.797       -9.4416          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     4015   20808.        44.022       -9.4416          0.00     0.00     0.00
     4016   20817.        44.247       -9.4416          0.00     0.00     0.00
     4017   20826.        44.472       -9.4416          0.00     0.00     0.00
     4018   20835.        44.697       -9.4416          0.00     0.00     0.00
     4019   20844.        44.922       -9.4416          0.00     0.00     0.00
     4020   20853.        45.147       -9.4416          0.00     0.00     0.00
     4021   20862.        45.372       -9.4416          0.00     0.00     0.00
     4022   20871.        45.597       -9.4416          0.00     0.00     0.00
     4023   20880.        45.822       -9.4416          0.00     0.00     0.00
     4024   20889.        46.047       -9.4416          0.00     0.00     0.00
     4025   20898.        46.272       -9.4416          0.00     0.00     0.00
     4026   20907.        46.497       -9.4416          0.00     0.00     0.00
     4027   20916.        46.722       -9.4416          0.00     0.00     0.00
     4028   20925.        46.947       -9.4416          0.00     0.00     0.00
     4029   20934.        47.172       -9.4416          0.00     0.00     0.00
     4030   20943.        47.397       -9.4416          0.00     0.00     0.00
     4031   20952.        47.622       -9.4416          0.00     0.00     0.00
     4032   20961.        47.847       -9.4416          0.00     0.00     0.00
     4033   20970.        48.072       -9.4416          0.00     0.00     0.00
     4034   20979.        48.297       -9.4416          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     4035   20988.        48.522       -9.4416          0.00     0.00     0.00
     4036   20997.        48.747       -9.4416          0.00     0.00     0.00
     4037   21006.        48.972       -9.4416          0.00     0.00     0.00
     4038   21015.        49.197       -9.4416          0.00     0.00     0.00
     4039   21024.        49.422       -9.4416          0.00     0.00     0.00
     4040   21033.        49.647       -9.4416          0.00     0.00     0.00
     4041   21042.        49.872       -9.4416          0.00     0.00     0.00
     4042   21051.        50.097       -9.4416          0.00     0.00     0.00
     4043   21060.        50.322       -9.4416          0.00     0.00     0.00
     4044   21069.        50.547       -9.4416          0.00     0.00     0.00
     4045   21078.        50.772       -9.4416          0.00     0.00     0.00
     4046   21087.        50.997       -9.4416          0.00     0.00     0.00
     4047   21096.        51.222       -9.4416          0.00     0.00     0.00
     4048   21105.        51.447       -9.4416          0.00     0.00     0.00
     4049   21114.        51.672       -9.4416          0.00     0.00     0.00
     4050   21123.        51.897       -9.4416          0.00     0.00     0.00
     4051   21132.        52.122       -9.4416          0.00     0.00     0.00
     4052   21141.        52.347       -9.4416          0.00     0.00     0.00
     4053   21150.        52.572       -9.4416          0.00     0.00     0.00
     4054   21159.        52.797       -9.4416          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     4055   21168.        53.022       -9.4416          0.00     0.00     0.00
     4056   21177.        53.247       -9.4416          0.00     0.00     0.00
     4057   21186.        53.472       -9.4416          0.00     0.00     0.00
     4058   21195.        53.697       -9.4416          0.00     0.00     0.00
     4059   21204.        53.922       -9.4416          0.00     0.00     0.00
     4060   21213.        54.147       -9.4416          0.00     0.00     0.00
     4061   21222.        54.372       -9.4416          0.00     0.00     0.00
     4062   21231.        54.597       -9.4416          0.00     0.00     0.00
     4063   21240.        54.822       -9.4416          0.00     0.00     0.00
     4064   21249.        55.047       -9.4416          0.00     0.00     0.00
     4065   21258.        55.272       -9.4416          0.00     0.00     0.00
     4066   21267.        55.497       -9.4416          0.00     0.00     0.00
     4067   21276.        55.722       -9.4416          0.00     0.00     0.00
     4068   21279.        55.797       -9.4416          0.00     0.00     0.00
     4069   21282.        55.872       -9.4416          0.00     0.00     0.00
     4070   21285.        55.947       -9.4416          0.00     0.00     0.00
     4071   21288.        56.022       -9.4416          0.00     0.00     0.00
     4072   21291.        56.097       -9.4416          0.00     0.00     0.00
     4073   21294.        56.172       -9.4416          0.00     0.00     0.00
     4074   21297.        56.247       -9.4416          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     4075   21300.        56.322       -9.4416          0.00     0.00     0.00
     4076   21303.        56.397       -9.4416          0.00     0.00     0.00
     4077   21306.        56.472       -9.4416          0.00     0.00     0.00
     4078   21309.        56.546       -9.4416          0.00     0.00     0.00
     4079   21312.        56.620       -9.4416          0.00     0.00     0.00
     4080   21315.        56.694       -9.4416          0.00     0.00     0.00
     4081   21318.        56.768       -9.4416          0.00     0.00     0.00
     4082   21321.        56.841       -9.4416          0.00     0.00     0.00
     4083   21324.        56.914       -9.4416          0.00     0.00     0.00
     4084   21333.        57.131       -9.4416          0.00     0.00     0.00
     4085   21342.        57.346       -9.4416          0.00     0.00     0.00
     4086   21351.        57.558       -9.4416          0.00     0.00     0.00
     4087   21360.        57.768       -9.4416          0.00     0.00     0.00
     4088   21369.        57.975       -9.4416          0.00     0.00     0.00
     4089   21378.        58.180       -9.4416          0.00     0.00     0.00
     4090   21387.        58.383       -9.4416          0.00     0.00     0.00
     4091   21396.        58.583       -9.4416          0.00     0.00     0.00
     4092   21405.        58.780       -9.4416          0.00     0.00     0.00
     4093   21414.        58.975       -9.4416          0.00     0.00     0.00
     4094   21423.        59.168       -9.4416          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     4095   21432.        59.358       -9.4416          0.00     0.00     0.00
     4096   21441.        59.546       -9.4416          0.00     0.00     0.00
     4097   21450.        59.731       -9.4416          0.00     0.00     0.00
     4098   21459.        59.914       -9.4416          0.00     0.00     0.00
     4099   21468.        60.095       -9.4416          0.00     0.00     0.00
     4100   21477.        60.273       -9.4416          0.00     0.00     0.00
     4101   21486.        60.448       -9.4416          0.00     0.00     0.00
     4102   21495.        60.621       -9.4416          0.00     0.00     0.00
     4103   21504.        60.792       -9.4416          0.00     0.00     0.00
     4104   21513.        60.960       -9.4416          0.00     0.00     0.00
     4105   21522.        61.125       -9.4416          0.00     0.00     0.00
     4106   21531.        61.289       -9.4416          0.00     0.00     0.00
     4107   21540.        61.449       -9.4416          0.00     0.00     0.00
     4108   21549.        61.608       -9.4416          0.00     0.00     0.00
     4109   21558.        61.764       -9.4416          0.00     0.00     0.00
     4110   21567.        61.917       -9.4416          0.00     0.00     0.00
     4111   21576.        62.068       -9.4416          0.00     0.00     0.00
     4112   21585.        62.216       -9.4416          0.00     0.00     0.00
     4113   21594.        62.362       -9.4416          0.00     0.00     0.00
     4114   21603.        62.506       -9.4416          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     4115   21612.        62.647       -9.4416          0.00     0.00     0.00
     4116   21621.        62.786       -9.4416          0.00     0.00     0.00
     4117   21630.        62.922       -9.4416          0.00     0.00     0.00
     4118   21639.        63.056       -9.4416          0.00     0.00     0.00
     4119   21648.        63.187       -9.4416          0.00     0.00     0.00
     4120   21657.        63.316       -9.4416          0.00     0.00     0.00
     4121   21666.        63.442       -9.4416          0.00     0.00     0.00
     4122   21675.        63.566       -9.4416          0.00     0.00     0.00
     4123   21684.        63.688       -9.4416          0.00     0.00     0.00
     4124   21693.        63.807       -9.4416          0.00     0.00     0.00
     4125   21702.        63.923       -9.4416          0.00     0.00     0.00
     4126   21711.        64.037       -9.4416          0.00     0.00     0.00
     4127   21720.        64.149       -9.4416          0.00     0.00     0.00
     4128   21729.        64.258       -9.4416          0.00     0.00     0.00
     4129   21738.        64.365       -9.4416          0.00     0.00     0.00
     4130   21747.        64.469       -9.4416          0.00     0.00     0.00
     4131   21756.        64.571       -9.4416          0.00     0.00     0.00
     4132   21765.        64.670       -9.4416          0.00     0.00     0.00
     4133   21774.        64.767       -9.4416          0.00     0.00     0.00
     4134   21783.        64.862       -9.4416          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     4135   21792.        64.954       -9.4416          0.00     0.00     0.00
     4136   21801.        65.043       -9.4416          0.00     0.00     0.00
     4137   21810.        65.130       -9.4416          0.00     0.00     0.00
     4138   21819.        65.215       -9.4416          0.00     0.00     0.00
     4139   21828.        65.297       -9.4416          0.00     0.00     0.00
     4140   21837.        65.377       -9.4416          0.00     0.00     0.00
     4141   21846.        65.454       -9.4416          0.00     0.00     0.00
     4142   21855.        65.529       -9.4416          0.00     0.00     0.00
     4143   21864.        65.602       -9.4416          0.00     0.00     0.00
     4144   21873.        65.672       -9.4416          0.00     0.00     0.00
     4145   21882.        65.739       -9.4416          0.00     0.00     0.00
     4146   21891.        65.804       -9.4416          0.00     0.00     0.00
     4147   21900.        65.867       -9.4416          0.00     0.00     0.00
     4148   21909.        65.927       -9.4416          0.00     0.00     0.00
     4149   21918.        65.984       -9.4416          0.00     0.00     0.00
     4150   21927.        66.040       -9.4416          0.00     0.00     0.00
     4151   21936.        66.092       -9.4416          0.00     0.00     0.00
     4152   21945.        66.143       -9.4416          0.00     0.00     0.00
     4153   21954.        66.190       -9.4416          0.00     0.00     0.00
     4154   21963.        66.236       -9.4416          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     4155   21972.        66.279       -9.4416          0.00     0.00     0.00
     4156   21981.        66.319       -9.4416          0.00     0.00     0.00
     4157   21990.        66.357       -9.4416          0.00     0.00     0.00
     4158   21999.        66.393       -9.4416          0.00     0.00     0.00
     4159   22008.        66.426       -9.4416          0.00     0.00     0.00
     4160   22017.        66.457       -9.4416          0.00     0.00     0.00
     4161   22026.        66.485       -9.4416          0.00     0.00     0.00
     4162   22035.        66.511       -9.4416          0.00     0.00     0.00
     4163   22044.        66.534       -9.4416          0.00     0.00     0.00
     4164   22053.        66.555       -9.4416          0.00     0.00     0.00
     4165   22062.        66.573       -9.4416          0.00     0.00     0.00
     4166   22071.        66.589       -9.4416          0.00     0.00     0.00
     4167   22080.        66.603       -9.4416          0.00     0.00     0.00
     4168   22089.        66.614       -9.4416          0.00     0.00     0.00
     4169   22098.        66.622       -9.4416          0.00     0.00     0.00
     4170   22107.        66.628       -9.4416          0.00     0.00     0.00
     4171   22116.        66.632       -9.4416          0.00     0.00     0.00
     4172   22125.        66.633       -9.4416          0.00     0.00     0.00
     4173   22134.        66.632       -9.4416          0.00     0.00     0.00
     4174   22143.        66.628       -9.4416          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     4175   22152.        66.622       -9.4416          0.00     0.00     0.00
     4176   22161.        66.614       -9.4416          0.00     0.00     0.00
     4177   22170.        66.603       -9.4416          0.00     0.00     0.00
     4178   22179.        66.589       -9.4416          0.00     0.00     0.00
     4179   22188.        66.573       -9.4416          0.00     0.00     0.00
     4180   22197.        66.555       -9.4416          0.00     0.00     0.00
     4181   22206.        66.534       -9.4416          0.00     0.00     0.00
     4182   22215.        66.511       -9.4416          0.00     0.00     0.00
     4183   22224.        66.485       -9.4416          0.00     0.00     0.00
     4184   22233.        66.457       -9.4416          0.00     0.00     0.00
     4185   22242.        66.426       -9.4416          0.00     0.00     0.00
     4186   22251.        66.393       -9.4416          0.00     0.00     0.00
     4187   22260.        66.357       -9.4416          0.00     0.00     0.00
     4188   22269.        66.319       -9.4416          0.00     0.00     0.00
     4189   22278.        66.279       -9.4416          0.00     0.00     0.00
     4190   22287.        66.236       -9.4416          0.00     0.00     0.00
     4191   22296.        66.190       -9.4416          0.00     0.00     0.00
     4192   22305.        66.143       -9.4416          0.00     0.00     0.00
     4193   22314.        66.092       -9.4416          0.00     0.00     0.00
     4194   22323.        66.040       -9.4416          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     4195   22332.        65.984       -9.4416          0.00     0.00     0.00
     4196   22341.        65.927       -9.4416          0.00     0.00     0.00
     4197   22350.        65.867       -9.4416          0.00     0.00     0.00
     4198   22359.        65.804       -9.4416          0.00     0.00     0.00
     4199   22368.        65.739       -9.4416          0.00     0.00     0.00
     4200   22377.        65.672       -9.4416          0.00     0.00     0.00
     4201   22386.        65.602       -9.4416          0.00     0.00     0.00
     4202   22395.        65.529       -9.4416          0.00     0.00     0.00
     4203   22404.        65.454       -9.4416          0.00     0.00     0.00
     4204   22413.        65.377       -9.4416          0.00     0.00     0.00
     4205   22422.        65.297       -9.4416          0.00     0.00     0.00
     4206   22431.        65.215       -9.4416          0.00     0.00     0.00
     4207   22440.        65.130       -9.4416          0.00     0.00     0.00
     4208   22449.        65.043       -9.4416          0.00     0.00     0.00
     4209   22458.        64.954       -9.4416          0.00     0.00     0.00
     4210   22467.        64.862       -9.4416          0.00     0.00     0.00
     4211   22476.        64.767       -9.4416          0.00     0.00     0.00
     4212   22485.        64.670       -9.4416          0.00     0.00     0.00
     4213   22494.        64.571       -9.4416          0.00     0.00     0.00
     4214   22503.        64.469       -9.4416          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     4215   22512.        64.365       -9.4416          0.00     0.00     0.00
     4216   22521.        64.258       -9.4416          0.00     0.00     0.00
     4217   22530.        64.149       -9.4416          0.00     0.00     0.00
     4218   22539.        64.037       -9.4416          0.00     0.00     0.00
     4219   22548.        63.923       -9.4416          0.00     0.00     0.00
     4220   22557.        63.807       -9.4416          0.00     0.00     0.00
     4221   22566.        63.688       -9.4416          0.00     0.00     0.00
     4222   22575.        63.566       -9.4416          0.00     0.00     0.00
     4223   22584.        63.442       -9.4416          0.00     0.00     0.00
     4224   22593.        63.316       -9.4416          0.00     0.00     0.00
     4225   22602.        63.187       -9.4416          0.00     0.00     0.00
     4226   22611.        63.056       -9.4416          0.00     0.00     0.00
     4227   22620.        62.922       -9.4416          0.00     0.00     0.00
     4228   22629.        62.786       -9.4416          0.00     0.00     0.00
     4229   22638.        62.647       -9.4416          0.00     0.00     0.00
     4230   22647.        62.506       -9.4416          0.00     0.00     0.00
     4231   22656.        62.362       -9.4416          0.00     0.00     0.00
     4232   22665.        62.216       -9.4416          0.00     0.00     0.00
     4233   22674.        62.068       -9.4416          0.00     0.00     0.00
     4234   22683.        61.917       -9.4416          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     4235   22692.        61.764       -9.4416          0.00     0.00     0.00
     4236   22701.        61.608       -9.4416          0.00     0.00     0.00
     4237   22710.        61.449       -9.4416          0.00     0.00     0.00
     4238   22719.        61.289       -9.4416          0.00     0.00     0.00
     4239   22728.        61.125       -9.4416          0.00     0.00     0.00
     4240   22737.        60.960       -9.4416          0.00     0.00     0.00
     4241   22746.        60.792       -9.4416          0.00     0.00     0.00
     4242   22755.        60.621       -9.4416          0.00     0.00     0.00
     4243   22764.        60.448       -9.4416          0.00     0.00     0.00
     4244   22773.        60.273       -9.4416          0.00     0.00     0.00
     4245   22782.        60.095       -9.4416          0.00     0.00     0.00
     4246   22791.        59.914       -9.4416          0.00     0.00     0.00
     4247   22800.        59.731       -9.4416          0.00     0.00     0.00
     4248   22809.        59.546       -9.4416          0.00     0.00     0.00
     4249   22818.        59.358       -9.4416          0.00     0.00     0.00
     4250   22827.        59.168       -9.4416          0.00     0.00     0.00
     4251   22836.        58.975       -9.4416          0.00     0.00     0.00
     4252   22845.        58.780       -9.4416          0.00     0.00     0.00
     4253   22854.        58.583       -9.4416          0.00     0.00     0.00
     4254   22863.        58.383       -9.4416          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     4255   22872.        58.180       -9.4416          0.00     0.00     0.00
     4256   22881.        57.975       -9.4416          0.00     0.00     0.00
     4257   22890.        57.768       -9.4416          0.00     0.00     0.00
     4258   22899.        57.558       -9.4416          0.00     0.00     0.00
     4259   22908.        57.346       -9.4416          0.00     0.00     0.00
     4260   22917.        57.131       -9.4416          0.00     0.00     0.00
     4261   22926.        56.914       -9.4416          0.00     0.00     0.00
     4262   22929.        56.841       -9.4416          0.00     0.00     0.00
     4263   22932.        56.768       -9.4416          0.00     0.00     0.00
     4264   22935.        56.694       -9.4416          0.00     0.00     0.00
     4265   22938.        56.620       -9.4416          0.00     0.00     0.00
     4266   22941.        56.546       -9.4416          0.00     0.00     0.00
     4267   22944.        56.472       -9.4416          0.00     0.00     0.00
     4268   22947.        56.397       -9.4416          0.00     0.00     0.00
     4269   22950.        56.323       -9.4416          0.00     0.00     0.00
     5001   20722.        41.872        9.4416          0.00     0.00     0.00
     5002   20727.        41.997        9.4416          0.00     0.00     0.00
     5003   20732.        42.122        9.4416          0.00     0.00     0.00
     5004   20737.        42.247        9.4416          0.00     0.00     0.00
     5005   20742.        42.372        9.4416          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     5006   20747.        42.497        9.4416          0.00     0.00     0.00
     5007   20752.        42.622        9.4416          0.00     0.00     0.00
     5008   20757.        42.747        9.4416          0.00     0.00     0.00
     5009   20762.        42.872        9.4416          0.00     0.00     0.00
     5010   20767.        42.997        9.4416          0.00     0.00     0.00
     5011   20772.        43.122        9.4416          0.00     0.00     0.00
     5012   20781.        43.347        9.4416          0.00     0.00     0.00
     5013   20790.        43.572        9.4416          0.00     0.00     0.00
     5014   20799.        43.797        9.4416          0.00     0.00     0.00
     5015   20808.        44.022        9.4416          0.00     0.00     0.00
     5016   20817.        44.247        9.4416          0.00     0.00     0.00
     5017   20826.        44.472        9.4416          0.00     0.00     0.00
     5018   20835.        44.697        9.4416          0.00     0.00     0.00
     5019   20844.        44.922        9.4416          0.00     0.00     0.00
     5020   20853.        45.147        9.4416          0.00     0.00     0.00
     5021   20862.        45.372        9.4416          0.00     0.00     0.00
     5022   20871.        45.597        9.4416          0.00     0.00     0.00
     5023   20880.        45.822        9.4416          0.00     0.00     0.00
     5024   20889.        46.047        9.4416          0.00     0.00     0.00
     5025   20898.        46.272        9.4416          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     5026   20907.        46.497        9.4416          0.00     0.00     0.00
     5027   20916.        46.722        9.4416          0.00     0.00     0.00
     5028   20925.        46.947        9.4416          0.00     0.00     0.00
     5029   20934.        47.172        9.4416          0.00     0.00     0.00
     5030   20943.        47.397        9.4416          0.00     0.00     0.00
     5031   20952.        47.622        9.4416          0.00     0.00     0.00
     5032   20961.        47.847        9.4416          0.00     0.00     0.00
     5033   20970.        48.072        9.4416          0.00     0.00     0.00
     5034   20979.        48.297        9.4416          0.00     0.00     0.00
     5035   20988.        48.522        9.4416          0.00     0.00     0.00
     5036   20997.        48.747        9.4416          0.00     0.00     0.00
     5037   21006.        48.972        9.4416          0.00     0.00     0.00
     5038   21015.        49.197        9.4416          0.00     0.00     0.00
     5039   21024.        49.422        9.4416          0.00     0.00     0.00
     5040   21033.        49.647        9.4416          0.00     0.00     0.00
     5041   21042.        49.872        9.4416          0.00     0.00     0.00
     5042   21051.        50.097        9.4416          0.00     0.00     0.00
     5043   21060.        50.322        9.4416          0.00     0.00     0.00
     5044   21069.        50.547        9.4416          0.00     0.00     0.00
     5045   21078.        50.772        9.4416          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     5046   21087.        50.997        9.4416          0.00     0.00     0.00
     5047   21096.        51.222        9.4416          0.00     0.00     0.00
     5048   21105.        51.447        9.4416          0.00     0.00     0.00
     5049   21114.        51.672        9.4416          0.00     0.00     0.00
     5050   21123.        51.897        9.4416          0.00     0.00     0.00
     5051   21132.        52.122        9.4416          0.00     0.00     0.00
     5052   21141.        52.347        9.4416          0.00     0.00     0.00
     5053   21150.        52.572        9.4416          0.00     0.00     0.00
     5054   21159.        52.797        9.4416          0.00     0.00     0.00
     5055   21168.        53.022        9.4416          0.00     0.00     0.00
     5056   21177.        53.247        9.4416          0.00     0.00     0.00
     5057   21186.        53.472        9.4416          0.00     0.00     0.00
     5058   21195.        53.697        9.4416          0.00     0.00     0.00
     5059   21204.        53.922        9.4416          0.00     0.00     0.00
     5060   21213.        54.147        9.4416          0.00     0.00     0.00
     5061   21222.        54.372        9.4416          0.00     0.00     0.00
     5062   21231.        54.597        9.4416          0.00     0.00     0.00
     5063   21240.        54.822        9.4416          0.00     0.00     0.00
     5064   21249.        55.047        9.4416          0.00     0.00     0.00
     5065   21258.        55.272        9.4416          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     5066   21267.        55.497        9.4416          0.00     0.00     0.00
     5067   21276.        55.722        9.4416          0.00     0.00     0.00
     5068   21279.        55.797        9.4416          0.00     0.00     0.00
     5069   21282.        55.872        9.4416          0.00     0.00     0.00
     5070   21285.        55.947        9.4416          0.00     0.00     0.00
     5071   21288.        56.022        9.4416          0.00     0.00     0.00
     5072   21291.        56.097        9.4416          0.00     0.00     0.00
     5073   21294.        56.172        9.4416          0.00     0.00     0.00
     5074   21297.        56.247        9.4416          0.00     0.00     0.00
     5075   21300.        56.322        9.4416          0.00     0.00     0.00
     5076   21303.        56.397        9.4416          0.00     0.00     0.00
     5077   21306.        56.472        9.4416          0.00     0.00     0.00
     5078   21309.        56.546        9.4416          0.00     0.00     0.00
     5079   21312.        56.620        9.4416          0.00     0.00     0.00
     5080   21315.        56.694        9.4416          0.00     0.00     0.00
     5081   21318.        56.768        9.4416          0.00     0.00     0.00
     5082   21321.        56.841        9.4416          0.00     0.00     0.00
     5083   21324.        56.914        9.4416          0.00     0.00     0.00
     5084   21333.        57.131        9.4416          0.00     0.00     0.00
     5085   21342.        57.346        9.4416          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     5086   21351.        57.558        9.4416          0.00     0.00     0.00
     5087   21360.        57.768        9.4416          0.00     0.00     0.00
     5088   21369.        57.975        9.4416          0.00     0.00     0.00
     5089   21378.        58.180        9.4416          0.00     0.00     0.00
     5090   21387.        58.383        9.4416          0.00     0.00     0.00
     5091   21396.        58.583        9.4416          0.00     0.00     0.00
     5092   21405.        58.780        9.4416          0.00     0.00     0.00
     5093   21414.        58.975        9.4416          0.00     0.00     0.00
     5094   21423.        59.168        9.4416          0.00     0.00     0.00
     5095   21432.        59.358        9.4416          0.00     0.00     0.00
     5096   21441.        59.546        9.4416          0.00     0.00     0.00
     5097   21450.        59.731        9.4416          0.00     0.00     0.00
     5098   21459.        59.914        9.4416          0.00     0.00     0.00
     5099   21468.        60.095        9.4416          0.00     0.00     0.00
     5100   21477.        60.273        9.4416          0.00     0.00     0.00
     5101   21486.        60.448        9.4416          0.00     0.00     0.00
     5102   21495.        60.621        9.4416          0.00     0.00     0.00
     5103   21504.        60.792        9.4416          0.00     0.00     0.00
     5104   21513.        60.960        9.4416          0.00     0.00     0.00
     5105   21522.        61.125        9.4416          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     5106   21531.        61.289        9.4416          0.00     0.00     0.00
     5107   21540.        61.449        9.4416          0.00     0.00     0.00
     5108   21549.        61.608        9.4416          0.00     0.00     0.00
     5109   21558.        61.764        9.4416          0.00     0.00     0.00
     5110   21567.        61.917        9.4416          0.00     0.00     0.00
     5111   21576.        62.068        9.4416          0.00     0.00     0.00
     5112   21585.        62.216        9.4416          0.00     0.00     0.00
     5113   21594.        62.362        9.4416          0.00     0.00     0.00
     5114   21603.        62.506        9.4416          0.00     0.00     0.00
     5115   21612.        62.647        9.4416          0.00     0.00     0.00
     5116   21621.        62.786        9.4416          0.00     0.00     0.00
     5117   21630.        62.922        9.4416          0.00     0.00     0.00
     5118   21639.        63.056        9.4416          0.00     0.00     0.00
     5119   21648.        63.187        9.4416          0.00     0.00     0.00
     5120   21657.        63.316        9.4416          0.00     0.00     0.00
     5121   21666.        63.442        9.4416          0.00     0.00     0.00
     5122   21675.        63.566        9.4416          0.00     0.00     0.00
     5123   21684.        63.688        9.4416          0.00     0.00     0.00
     5124   21693.        63.807        9.4416          0.00     0.00     0.00
     5125   21702.        63.923        9.4416          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     5126   21711.        64.037        9.4416          0.00     0.00     0.00
     5127   21720.        64.149        9.4416          0.00     0.00     0.00
     5128   21729.        64.258        9.4416          0.00     0.00     0.00
     5129   21738.        64.365        9.4416          0.00     0.00     0.00
     5130   21747.        64.469        9.4416          0.00     0.00     0.00
     5131   21756.        64.571        9.4416          0.00     0.00     0.00
     5132   21765.        64.670        9.4416          0.00     0.00     0.00
     5133   21774.        64.767        9.4416          0.00     0.00     0.00
     5134   21783.        64.862        9.4416          0.00     0.00     0.00
     5135   21792.        64.954        9.4416          0.00     0.00     0.00
     5136   21801.        65.043        9.4416          0.00     0.00     0.00
     5137   21810.        65.130        9.4416          0.00     0.00     0.00
     5138   21819.        65.215        9.4416          0.00     0.00     0.00
     5139   21828.        65.297        9.4416          0.00     0.00     0.00
     5140   21837.        65.377        9.4416          0.00     0.00     0.00
